,ques_link,vote_count,answer_count,ques_title,ques_summ,keywords,date
1895,"""/questions/298503/how-can-you-check-for-a-hash-in-a-url-using-javascript""",866,20,How can you check for a #hash in a URL using JavaScript?,I have some jQuery/JavaScript code that I want to run only when there is a hash (#) anchor link in a URL. How can you check for this character using JavaScript? I need a simple catch-all test that ...,"['javascript', 'jquery', 'anchor', 'fragment-identifier']",2008-11-18
1896,"""/questions/624926/how-do-i-detect-whether-a-python-variable-is-a-function""",866,28,How do I detect whether a Python variable is a function?,"I have a variable, x, and I want to know whether it is pointing to a function or not.

I had hoped I could do something like:

>>> isinstance(x, function)
But that gives me:

Traceback (most ...",['python'],2009-03-09
1897,"""/questions/1247486/list-comprehension-vs-map""",866,13,List comprehension vs map,Is there a reason to prefer using map() over list comprehension or vice versa?  Is either of them generally more efficient or considered generally more pythonic than the other?,"['python', 'list-comprehension', 'map-function']",2009-08-07
1898,"""/questions/612231/how-can-i-select-rows-with-maxcolumn-value-partition-by-another-column-in-mys""",866,21,"How can I SELECT rows with MAX(Column value), PARTITION by another column in MYSQL?","My table is:
id
home
datetime
player
resource
1
10
04/03/2009
john
399
2
11
04/03/2009
juliet
244
5
12
04/03/2009
borat
555
3
10
03/03/2009
john
300
4
11
03/03/2009
juliet
200
6
12
03/03/2009
...","['mysql', 'sql', 'max', 'distinct', 'greatest-n-per-group']",2009-03-04
1899,"""/questions/3413470/what-is-stdmove-and-when-should-it-be-used""",866,8,"What is std::move(), and when should it be used?","What is it?
What does it do?
When should it be used?
Good links are appreciated.","['c++', 'c++11', 'move-semantics', 'c++-faq', 'stdmove']",2010-08-05
1900,"""/questions/1509677/kill-detached-screen-session""",865,11,Kill detached screen session [closed],"I learned from somewhere a detached screen can be killed by

screen -X -S [session # you want to kill] kill
where [session # you want to kill] can be gotten from

screen -ls
But this doesn't work. ...","['linux', 'kill', 'gnu-screen']",2009-10-02
1901,"""/questions/1760757/how-to-efficiently-concatenate-strings-in-go""",865,19,How to efficiently concatenate strings in go,"In Go, a string is a primitive type, which means it is read-only, and every manipulation of it will create a new string.
So if I want to concatenate strings many times without knowing the length of ...","['', 'string', 'go', 'string-concatenation']",2009-11-19
1902,"""/questions/30140112/how-do-i-hide-certain-files-from-the-sidebar-in-visual-studio-code""",865,9,How do I hide certain files from the sidebar in Visual Studio Code?,"Using Microsoft's Visual Studio Code, how do I hide certain files and file patterns from appearing in the sidebar?

I want to hide .meta and .git style files","['visual-studio-code', 'vscode-settings']",2015-05-09
1903,"""/questions/7206801/is-there-any-way-to-git-checkout-previous-branch""",865,8,Is there any way to git checkout previous branch?,"I sort of want the equivalent of cd - for git. If I am in branch master and I checkout foo, I would love to be able to type something like git checkout - to go back to master, and be able to type it ...","['git', 'git-checkout']",2011-08-26
1904,"""/questions/3212459/is-there-a-command-to-undo-git-init""",865,6,Is there a command to undo git init?,"I just Git init'ed a repos with a wrong user, and want to undo it.  Is there any command for this?  Do I actually have to go in and edit the .git directory?","['git', 'git-init']",2010-07-09
1905,"""/questions/173400/how-to-check-if-php-array-is-associative-or-sequential""",865,59,How to check if PHP array is associative or sequential?,"PHP treats all arrays as associative, so there aren't any built in functions. Can anyone recommend a fairly efficient way to check if an array contains only numeric keys?
Basically, I want to be able ...","['php', 'arrays']",2010-06-30
1906,"""/questions/1726802/what-is-the-difference-between-yaml-and-json""",865,14,What is the difference between YAML and JSON?,"What are the differences between YAML and JSON, specifically considering the following things?

Performance (encode/decode time)
Memory consumption
Expression clarity
Library availability, ease of use ...","['json', 'yaml']",2009-11-13
1907,"""/questions/16580171/code-formatting-shortcuts-in-android-studio-for-operation-systems""",864,24,Code formatting shortcuts in Android Studio for Operation Systems,"I have started developing with Android Studio. In Eclipse I was using Ctrl + Shift + F, but in Android Studio it does not work. It will be different.

How can I jump to any method in a .java file? I ...","['android-studio', 'code-formatting']",2013-05-16
1908,"""/questions/2736389/how-to-pass-an-object-from-one-activity-to-another-on-android""",864,35,How to pass an object from one activity to another on Android,"I am trying to work on sending an object of my customer class from one Activity and display it in another Activity.

The code for the customer class:

public class Customer {

    private String ...","['java', 'android', 'object', 'android-intent', 'android-activity']",2010-04-29
1909,"""/questions/5710358/how-to-access-post-form-fields""",864,23,How to access POST form fields,"Here is my simple form:

<form id=""loginformA"" action=""userlogin"" method=""post"">
    <div>
        <label for=""email"">Email: </label>
        <input type=""text"" id=""email"" ...","['javascript', 'node.js', 'post', 'express']",2011-04-19
1910,"""/questions/1526794/rename-master-branch-for-both-local-and-remote-git-repositories""",864,16,Rename master branch for both local and remote Git repositories,"I have the branch master which tracks the remote branch origin/master.

I want to rename them to master-old both locally and on the remote. Is this possible? 

For other users who tracked origin/...","['git', 'git-branch', 'git-pull']",2009-10-06
1911,"""/questions/1885557/simplest-code-for-array-intersection-in-javascript""",863,37,Simplest code for array intersection in javascript,"What's the simplest, library-free code for implementing array intersections in javascript? I want to write

intersection([1,2,3], [2,3,4,5])
and get

[2, 3]","['javascript', 'data-structures', 'intersection']",2009-12-11
1912,"""/questions/11340673/why-does-parseint1-0-19-return-18""",863,4,"Why does parseInt(1/0, 19) return 18?","I have an annoying problem in JavaScript.

> parseInt(1 / 0, 19)
> 18
Why does the parseInt function return 18?","['javascript', 'parseint']",2012-07-05
1913,"""/questions/2643502/git-how-to-solve-permission-denied-publickey-error-when-using-git""",862,57,Git: How to solve Permission denied (publickey) error when using Git?,"I'm on Mac Snow Leopard and I just installed git.

I just tried 

git clone git@thechaw.com:cakebook.git
but that gives me this error:

Initialized empty Git repository in `/Users/username/Documents/...","['git', 'ssh', 'ssh-keys', 'public-key']",2010-04-15
1914,"""/questions/976882/shuffling-a-list-of-objects""",862,24,Shuffling a list of objects,"I have a list of objects and I want to shuffle them. I thought I could use the random.shuffle method, but this seems to fail when the list is of objects. Is there a method for shuffling objects or ...","['python', 'list', 'random', 'shuffle']",2009-06-10
1915,"""/questions/5193842/file-upload-asp-net-mvc-3-0""",862,23,File Upload ASP.NET MVC 3.0,"(Preface: this question is about ASP.NET MVC 3.0 which was released in 2011, it is not about ASP.NET Core 3.0 which was released in 2019)

I want to upload file in asp.net mvc. How can I upload the ...","['c#', 'asp.net-mvc', 'asp.net-mvc-3']",2011-03-04
1916,"""/questions/221921/use-grep-exclude-include-syntax-to-not-grep-through-certain-files""",862,22,Use grep --exclude/--include syntax to not grep through certain files,"I'm looking for the string foo= in text files in a directory tree. It's on a common Linux machine, I have bash shell:
grep -ircl ""foo="" *

In the directories are also many binary files which ...","['unix', 'search', 'shell', 'command-line', 'grep']",2008-10-21
1917,"""/questions/22429003/how-to-right-align-flex-item""",861,13,How to Right-align flex item?,"Is there a more flexbox-ish way to right-align ""Contact"" than to use position: absolute?


.main {
  display: flex;
}

.a,
.b,
.c {
  background: #efefef;
  border: 1px solid #999;
}

.b {
...","['html', 'css', 'flexbox']",2014-03-15
1918,"""/questions/1421862/metadata-file-dll-could-not-be-found""",861,100,Metadata file '.dll' could not be found,"I am working on a WPF, C# 3.0 project, and I get this error:

Error 1 Metadata file
'WORK=- \Tools\VersionManagementSystem\BusinessLogicLayer\bin\Debug
\BusinessLogicLayer.dll' could not be found C:\-=...","['c#', '.net', 'wpf', 'visual-studio-2008', 'c#-3.0']",2009-09-14
1919,"""/questions/4736155/how-do-i-convert-struct-system-byte-byte-to-a-system-io-stream-object-in-c""",861,5,How do I convert struct System.Byte byte[] to a System.IO.Stream object in C#?,How do I convert struct System.Byte byte[] to a System.IO.Stream object in C#?,"['c#', '.net', 'arrays', 'stream']",2011-01-19
1920,"""/questions/11183788/in-a-git-repository-how-to-properly-rename-a-directory""",861,8,"In a Git repository, how to properly rename a directory?","I think it should work to copy the directory to be renamed to a new directory with desired name, and delete the old directory, and git add,  git commit and push everything.  But is this the best way?","['git', 'directory', 'rename']",2012-06-25
1921,"""/questions/2095397/what-is-the-difference-between-jsf-servlet-and-jsp""",861,16,"What is the difference between JSF, Servlet and JSP?","I have some questions. These are :
How are JSP and Servlet related to each other?
Is JSP some kind of Servlet? 
How are JSP and JSF related to each other? 
Is JSF some kind of Pre-Build UI based JSP ...","['java', 'jsp', 'jsf', 'servlets', 'jakarta-ee']",2010-01-19
1922,"""/questions/9065598/if-a-folder-does-not-exist-create-it""",860,16,"If a folder does not exist, create it","I use a FileUploader control in my application. I want to save a file to a specified folder. If this folder does not exist, I want to first create it, and then save my file to this folder.  If the ...","['c#', 'asp.net', 'directory']",2012-01-30
1923,"""/questions/21824478/reset-identity-seed-after-deleting-records-in-sql-server""",860,21,Reset identity seed after deleting records in SQL Server,"I have inserted records into a SQL Server database table. The table had a primary key defined and the auto increment identity seed is set to “Yes”. This is done primarily because in SQL Azure, each ...","['sql', 'sql-server', 'database', 'sql-server-2008', 'azure-sql-database']",2014-02-17
1924,"""/questions/12859891/error-unable-to-access-the-iis-metabase""",860,37,Error - Unable to access the IIS metabase,"After installing Visual Studio 2012 and opening my solution I get a series of errors in this form:
  The Web Application Project Foo is configured to use IIS.
  Unable to access the IIS Metabase. You ...","['c#', '.net', 'iis', 'iis-metabase']",2012-10-12
1925,"""/questions/1590247/how-do-you-implement-a-stack-and-a-queue-in-javascript""",860,29,How do you implement a Stack and a Queue in JavaScript?,"What is the best way to implement a Stack and a Queue in JavaScript?

I'm looking to do the shunting-yard algorithm and I'm going to need these data-structures.","['javascript', 'data-structures', 'stack', 'queue']",2009-10-19
1926,"""/questions/1217228/what-is-the-java-equivalent-for-linq""",860,34,What is the Java equivalent for LINQ? [closed],What is Java equivalent for LINQ?,"['java', 'linq']",2009-08-01
1927,"""/questions/456177/function-overloading-in-javascript-best-practices""",860,37,Function overloading in Javascript - Best practices [closed],"What is the best way(s) to fake function overloading in Javascript? 

I know it is not possible to overload functions in Javascript as in other languages. 
If I needed a function with two uses foo(x) ...","['javascript', 'overloading']",2009-01-19
1928,"""/questions/1773805/how-can-i-parse-a-yaml-file-in-python""",859,10,How can I parse a YAML file in Python,How can I parse a YAML file in Python?,"['python', 'yaml']",2009-11-20
1929,"""/questions/23667086/why-is-my-variable-unaltered-after-i-modify-it-inside-of-a-function-asynchron""",859,6,Why is my variable unaltered after I modify it inside of a function? - Asynchronous code reference,"Given the following examples, why is outerScopeVar undefined in all cases?

var outerScopeVar;

var img = document.createElement('img');
img.onload = function() {
    outerScopeVar = this.width;
};
...","['javascript', 'asynchronous']",2014-05-14
1930,"""/questions/12729122/angularjs-prevent-error-digest-already-in-progress-when-calling-scope-apply""",858,28,AngularJS : Prevent error $digest already in progress when calling $scope.$apply(),"I'm finding that I need to update my page to my scope manually more and more since building an application in angular.

The only way I know of to do this is to call $apply() from the scope of my ...","['angularjs', 'angularjs-scope', 'angularjs-digest']",2012-10-04
1931,"""/questions/858572/how-to-make-a-new-list-in-java""",858,24,How to make a new List in Java,"We create a Set as:

Set myset = new HashSet()
How do we create a List in Java?","['java', 'list', 'collections']",2009-05-13
1932,"""/questions/5129598/how-to-link-a-folder-with-an-existing-heroku-app""",858,9,How to link a folder with an existing Heroku app,"I have an existing Rails app on GitHub and deployed on Heroku. I'm trying to set up a new development machine and have cloned the project from my GitHub repository. However, I'm confused as to how to ...","['git', 'heroku']",2011-02-26
1933,"""/questions/2757396/how-do-i-comment-out-a-block-of-tags-in-xml""",858,9,How do I comment out a block of tags in XML?,"How do I comment out a block of tags in XML?

I.e. How can I comment out <staticText> and everything inside it, in the code below?

  <detail>
    <band height=""20"">
      <...","['xml', 'comments']",2010-05-03
1934,"""/questions/752/how-to-create-a-new-object-instance-from-a-type""",858,11,How to create a new object instance from a Type,"One may not always know the Type of an object at compile-time, but may need to create an instance of the Type.  

How do you get a new object instance from a Type?","['c#', '.net', 'performance', 'reflection', 'types']",2008-08-03
1935,"""/questions/762937/whats-the-difference-between-identifying-and-non-identifying-relationships""",857,15,What's the difference between identifying and non-identifying relationships?,I haven't been able to fully grasp the differences. Can you describe both concepts and use real world examples?,"['database', 'database-design', 'data-modeling', 'identifying-relationship']",2009-04-18
1936,"""/questions/3845423/remove-empty-strings-from-a-list-of-strings""",857,13,Remove empty strings from a list of strings,"I want to remove all empty strings from a list of strings in python.

My idea looks like this:

while '' in str_list:
    str_list.remove('')
Is there any more pythonic way to do this?","['python', 'string', 'list']",2010-10-02
1937,"""/questions/4269922/permission-denied-publickey-when-deploying-heroku-code-fatal-the-remote-end""",857,34,Permission denied (publickey) when deploying heroku code. fatal: The remote end hung up unexpectedly,"I'm attempting to deploy my code to heroku with the following command line:

git push heroku master
but get the following error:

Permission denied (publickey).
fatal: The remote end hung up ...","['git', 'heroku', 'deployment', 'public-key']",2010-06-30
1938,"""/questions/8676/entity-framework-vs-linq-to-sql""",857,17,Entity Framework vs LINQ to SQL,"Now that .NET v3.5 SP1 has been released (along with VS2008 SP1), we now have access to the .NET entity framework.

My question is this.  When trying to decide between using the Entity Framework and ...","['.net', 'entity-framework', 'linq-to-sql']",2008-08-12
1939,"""/questions/7662/database-table-and-column-naming-conventions""",857,23,"Database, Table and Column Naming Conventions? [closed]","Whenever I design a database, I always wonder if there is a best way of naming an item in my database. Quite often I ask myself the following questions:
Should table names be plural?
Should column ...","['database', 'database-design', 'language-agnostic', 'naming-conventions']",2008-08-11
1940,"""/questions/485827/css-100-height-with-padding-margin""",856,15,CSS 100% height with padding/margin,"With HTML/CSS, how can I make an element that has a width and/or height that is 100% of it's parent element and still has proper padding or margins?

By ""proper"" I mean that if my parent element is ...",['css'],2009-01-27
1941,"""/questions/318064/how-do-you-declare-an-interface-in-c""",856,17,How do you declare an interface in C++?,How do I setup a class that represents an interface?  Is this just an abstract base class?,"['c++', 'inheritance', 'interface', 'abstract-class', 'pure-virtual']",2008-11-25
1942,"""/questions/1051640/correct-way-to-add-external-jars-lib-jar-to-an-intellij-idea-project""",855,12,Correct way to add external jars (lib/*.jar) to an IntelliJ IDEA project,"When creating a new Java project in IntelliJ IDEA, the following directories and files are created:

./projectname.iml
./projectname.ipr
./projectname.iws
./src/
I want to configure IntelliJ IDEA to ...","['java', 'intellij-idea']",2009-06-26
1943,"""/questions/4850717/how-to-cancel-a-local-git-commit""",855,6,How to cancel a local git commit?,"My issue is I have changed a file e.g.: README, added a new line 'this for my testing line' and saved the file, then I issued the following commands:
git status

# On branch master
# Changed but not ...","['git', 'git-reset', 'git-commit']",2011-01-31
1944,"""/questions/4616202/self-references-in-object-literals-initializers""",855,27,Self-references in object literals / initializers,"Is there any way to get something like the following to work in JavaScript?

var foo = {
    a: 5,
    b: 6,
    c: this.a + this.b  // Doesn't work
};
In the current form, this code obviously throws ...","['javascript', 'object-literal']",2011-01-06
1945,"""/questions/30571/how-do-i-tell-maven-to-use-the-latest-version-of-a-dependency""",855,12,How do I tell Maven to use the latest version of a dependency?,"In Maven, dependencies are usually set up like this:

<dependency>
  <groupId>wonderful-inc</groupId>
  <artifactId>dream-library</artifactId>
  <version>1.2.3</...","['java', 'maven', 'dependencies', 'maven-2', 'maven-metadata']",2008-08-27
1946,"""/questions/19026884/flexbox-center-horizontally-and-vertically""",855,14,Flexbox: center horizontally and vertically,"How to center div horizontally, and vertically within the container using flexbox. In below example, I want each number below each other (in rows), which are centered horizontally.



.flex-...","['html', 'css', 'flexbox']",2013-09-26
1947,"""/questions/894263/identify-if-a-string-is-a-number""",854,26,Identify if a string is a number,"If I have these strings:
""abc""  =  false
""123""  = true
""ab2""  = false
Is there a command, like IsNumeric() or something else, that can identify if a string is a valid number?","['c#', 'string', 'parsing', 'isnumeric']",2009-05-21
1948,"""/questions/554273/changing-the-image-source-using-jquery""",854,17,Changing the image source using jQuery,"My DOM looks like this:

<div id=""d1"">
   <div class=""c1"">
            <a href=""#""><img src=""img1_on.gif""></a>
            <a href=""#""><img src=""img2_on.gif"">&...","['javascript', 'jquery', 'image']",2009-02-16
1949,"""/questions/315911/git-for-beginners-the-definitive-practical-guide""",854,37,Git for beginners: The definitive practical guide,"Ok, after seeing this post by PJ Hyett, I have decided to skip to the end and go with Git.

So what I need is a beginner's practical guide to Git.  ""Beginner"" being defined as someone who knows how to ...","['git', 'version-control']",2010-06-30
1950,"""/questions/17980759/xcode-select-active-developer-directory-error""",853,26,xcode-select active developer directory error,"Saw the following error when running an npm install which required node-gyp... but could be triggered by anything which requires xcode-select.
  xcode-select: error: tool 'xcodebuild' requires Xcode, ...","['xcode', 'macos', 'npm', 'npm-install', 'command-line-tool']",2013-07-31
1951,"""/questions/2041778/how-to-initialize-hashset-values-by-construction""",853,24,How to initialize HashSet values by construction?,"I need to create a Set with initial values.

Set<String> h = new HashSet<String>();
h.add(""a"");
h.add(""b"");
Is there a way to do this in one line of code? For instance, it's useful for a ...","['java', 'collections', 'constructor', 'initialization', 'hashset']",2010-01-11
1952,"""/questions/7795300/validation-failed-for-one-or-more-entities-see-entityvalidationerrors-propert""",853,29,Validation failed for one or more entities. See 'EntityValidationErrors' property for more details [duplicate],"I am having this error when seeding my database with code first approach.
  Validation failed for one or more entities. See 'EntityValidationErrors' property for more details.
To be honest I don't ...","['c#', 'entity-framework', 'entity-framework-4', 'entity-framework-4.1']",2011-10-17
1953,"""/questions/11707586/how-do-i-expand-the-output-display-to-see-more-columns-of-a-pandas-dataframe""",853,21,How do I expand the output display to see more columns of a Pandas DataFrame?,"Is there a way to widen the display of output in either interactive or script-execution mode?
Specifically, I am using the describe() function on a Pandas DataFrame.  When the DataFrame is five ...","['python', 'pandas', 'printing', 'column-width']",2012-07-29
1954,"""/questions/2116162/how-to-display-html-in-textview""",853,28,How to display HTML in TextView?,"I have simple HTML:

<h2>Title</h2><br>
<p>description here</p>
I want to display HTML styled text it in TextView. How to do this?","['android', 'html', 'xml-parsing', 'textview']",2010-06-30
1955,"""/questions/723195/should-i-use-or-for-not-equal-in-t-sql""",853,14,Should I use != or <> for not equal in T-SQL?,"I have seen SQL that uses both != and <> for not equal. What is the preferred syntax and why?

I like !=, because <> reminds me of Visual Basic.","['sql', 'sql-server', 'tsql']",2009-04-06
1956,"""/questions/20306091/dilemma-when-to-use-fragments-vs-activities""",853,16,Dilemma: when to use Fragments vs Activities:,"I know that Activities are designed to represent a single screen of my application, while Fragments are designed to be reusable UI layouts with logic embedded inside of them.
Until not long ago, I ...","['android', 'android-fragments', 'android-activity', 'architecture']",2013-11-30
1957,"""/questions/8508275/how-to-center-a-position-absolute-element""",852,31,"How to center a ""position: absolute"" element","I'm having a problem centering an element that has the attribute position set to absolute.
Does anyone know why the images are not centered?


body {
  text-align: center;
}

#slideshowWrapper {
  ...","['html', 'css', 'css-position', 'centering']",2011-12-14
1958,"""/questions/22148080/an-invalid-form-control-with-name-is-not-focusable""",852,39,An invalid form control with name='' is not focusable,"In Google Chrome some customers are not able to proceed to my payment page.
When trying to submit a form I get this error:

An invalid form control with name='' is not focusable.

This is from the ...","['html', 'validation']",2014-03-03
1959,"""/questions/23353173/unfortunately-myapp-has-stopped-how-can-i-solve-this""",852,22,Unfortunately MyApp has stopped. How can I solve this?,"I am developing an application, and everytime I run it, I get the message:
  Unfortunately, MyApp has stopped.
What can I do to solve this?
About this question - obviously inspired by What is a ...","['java', 'android', 'debugging', 'kotlin']",2014-04-28
1960,"""/questions/32821189/xcode-7-error-missing-ios-distribution-signing-identity-for""",851,11,"Xcode 7 error: ""Missing iOS Distribution signing identity for ...""","I tried to upload my App to iTunes Connect resp. AppStore and got the following error:

Failed to locate or generate matching signing assets
Xcode attempted to locate or generate matching signing ...","['ios', 'xcode', 'app-store-connect', 'code-signing', 'testflight']",2015-09-28
1961,"""/questions/17937960/how-to-list-npm-user-installed-packages""",851,17,How to list npm user-installed packages?,"How do I list the user-installed / envirorment  package ONLY in npm?
When I do npm -g list it outputs every package and their dependencies, instead I'd like to see the packages installed in the ...","['javascript', 'node.js', 'npm', 'package', 'package-managers']",2013-07-30
1962,"""/questions/7474354/include-jquery-in-the-javascript-console""",851,22,Include jQuery in the JavaScript Console,"Is there an easy way to include jQuery in the Chrome JavaScript console for sites that do not use it? For example, on a website I would like to get the number of rows in a table. I know this is really ...","['javascript', 'jquery']",2011-09-19
1963,"""/questions/23842713/using-python-3-in-virtualenv""",851,22,Using Python 3 in virtualenv,"Using virtualenv, I run my projects with the default version of Python (2.7). On one project, I need to use Python 3.4. 

I used brew install python3 to install it on my Mac. Now, how do I create a ...","['python', 'python-3.x', 'virtualenv']",2014-05-24
1964,"""/questions/899103/writing-a-list-to-a-file-with-python""",850,26,Writing a list to a file with Python,"Is this the cleanest way to write a list to a file, since writelines() doesn't insert newline characters?

file.writelines([""%s\n"" % item  for item in list])
It seems like there would be a standard ...","['python', 'file', 'list', 'file-io', 'newline']",2009-05-22
1965,"""/questions/1675688/make-vim-show-all-white-spaces-as-a-character""",850,23,Make Vim show ALL white spaces as a character,"I can't find a way to make Vim show all white spaces as a character.
All I found was about tabs, trailing spaces etc.","['vim', 'whitespace', 'vi', 'hidden-characters']",2009-11-04
1966,"""/questions/12827266/get-and-set-in-typescript""",850,11,get and set in TypeScript,"I'm trying to create get and set method for a property:

private _name: string;

Name() {
    get:
    {
        return this._name;
    }
    set:
    {
        this._name = ???;
    }
}
What's the ...",['typescript'],2012-10-10
1967,"""/questions/4774054/reliable-way-for-a-bash-script-to-get-the-full-path-to-itself""",850,23,Reliable way for a Bash script to get the full path to itself [duplicate],"I have a Bash script that needs to know its full path. I'm trying to find a broadly-compatible way of doing that without ending up with relative or funky-looking paths. I only need to support Bash, ...","['bash', 'path']",2011-01-23
1968,"""/questions/20195304/how-do-i-update-the-password-for-git""",849,32,How do I update the password for Git?,"I'm using BitBucket with Xcode and Git for version control, and recently I changed all of my passwords (thanks Adobe!).

Unsurprisingly, I'm no longer able to push my local commits to my repository on ...","['macos', 'git', 'change-password']",2013-11-25
1969,"""/questions/6286571/are-git-forks-actually-git-clones""",849,10,Are Git forks actually Git clones?,"I keep hearing people say they're forking code in Git. Git ""fork"" sounds suspiciously like Git ""clone"" plus some (meaningless) psychological willingness to forgo future merges.  There is no fork ...","['git', 'github', 'git-clone', 'git-fork']",2011-06-08
1970,"""/questions/402283/stdwstring-vs-stdstring""",849,12,std::wstring VS std::string,"I am not able to understand the differences between std::string and std::wstring. I know wstring supports wide characters such as Unicode characters. I have got the following questions:
When should I ...","['c++', 'string', 'unicode', 'c++-faq', 'wstring']",2008-12-31
1971,"""/questions/3145089/what-is-the-simplest-and-most-robust-way-to-get-the-users-current-location-on-a""",849,29,What is the simplest and most robust way to get the user's current location on Android?,"The LocationManager API on Android seems like it's a bit of a pain to use for an application that only needs an occasional and rough approximation of the user's location.

The app I'm working on isn't ...","['android', 'geolocation', 'location', 'latitude-longitude']",2010-06-29
1972,"""/questions/240178/list-of-lists-changes-reflected-across-sublists-unexpectedly""",849,17,List of lists changes reflected across sublists unexpectedly,"I needed to create a list of lists in Python, so I typed the following:
my_list = [[1] * 4] * 3

The list looked like this:
[[1, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1, 1]]  

Then I changed one of the ...","['python', 'list', 'nested-lists', 'mutable']",2008-10-27
1973,"""/questions/4486787/jackson-with-json-unrecognized-field-not-marked-as-ignorable""",848,45,"Jackson with JSON: Unrecognized field, not marked as ignorable","I need to convert a certain JSON string to a Java object. I am using Jackson for JSON handling. I have no control over the input JSON (I read from a web service). This is my input JSON:

{""wrapper"":[{""...","['java', 'json', 'data-binding', 'jackson']",2010-12-20
1974,"""/questions/248011/how-do-i-wrap-text-in-a-pre-tag""",848,15,How do I wrap text in a pre tag?,"pre tags are super-useful for code blocks in HTML and for debugging output while writing scripts, but how do I make the text word-wrap instead of printing out one long line?","['html', 'css']",2008-10-29
1975,"""/questions/21435339/data-table-vs-dplyr-can-one-do-something-well-the-other-cant-or-does-poorly""",848,4,data.table vs dplyr: can one do something well the other can't or does poorly?,"Overview

I'm relatively familiar with data.table, not so much with dplyr.  I've read through some dplyr vignettes and examples that have popped up on SO, and so far my conclusions are that:
data....","['r', 'data.table', 'dplyr']",2014-01-29
1976,"""/questions/7075082/what-is-future-in-python-used-for-and-how-when-to-use-it-and-how-it-works""",848,9,"What is __future__ in Python used for and how/when to use it, and how it works","__future__ frequently appears in Python modules. I do not understand what __future__ is for and how/when to use it even after reading the Python's __future__ doc. 

Can anyone explain with examples?

...","['python', 'python-2.x']",2011-08-16
1977,"""/questions/1378274/in-a-bash-script-how-can-i-exit-the-entire-script-if-a-certain-condition-occurs""",847,8,"In a Bash script, how can I exit the entire script if a certain condition occurs?","I'm writing a script in Bash to test some code. However, it seems silly to run the tests if compiling the code fails in the first place, in which case I'll just abort the tests.

Is there a way I can ...","['bash', 'scripting', 'exit', 'exit-code']",2009-09-04
1978,"""/questions/81272/how-to-move-the-cursor-word-by-word-in-the-os-x-terminal""",847,18,How to move the cursor word by word in the OS X Terminal,"I know the combination Ctrl+A to jump to the beginning of the current command, and Ctrl+E to jump to the end. 

But is there any way to jump word by word, like Alt+←/→ in Cocoa applications ...","['macos', 'terminal', 'keyboard-shortcuts']",2008-09-17
1979,"""/questions/7667958/clearing-localstorage-in-javascript""",847,12,Clearing localStorage in javascript?,Is there any way to reset/clear browser's localStorage in javascript?,"['javascript', 'local-storage']",2011-10-05
1980,"""/questions/201718/concatenating-two-stdvectors""",847,26,Concatenating two std::vectors,How do I concatenate two std::vectors?,"['c++', 'vector', 'stl', 'concatenation', 'stdvector']",2008-10-14
1981,"""/questions/201183/how-to-determine-equality-for-two-javascript-objects""",847,78,How to determine equality for two JavaScript objects?,"A strict equality operator will tell you if two object types are equal. However, is there a way to tell if two objects are equal, much like the hash code value in Java?

Stack Overflow question Is ...","['javascript', 'object', 'equals', 'hashcode']",2008-10-14
1982,"""/questions/148901/is-there-a-better-way-to-do-optional-function-parameters-in-javascript""",847,28,Is there a better way to do optional function parameters in JavaScript? [duplicate],"I've always handled optional parameters in JavaScript like this:

function myFunc(requiredArg, optionalArg){
  optionalArg = optionalArg || 'defaultValue';

  // Do stuff
}
Is there a better way to ...","['javascript', 'function', 'arguments']",2008-09-29
1983,"""/questions/1546711/can-grep-show-only-words-that-match-search-pattern""",847,14,Can grep show only words that match search pattern?,"Is there a way to make grep output ""words"" from files that match the search expression?

If I want to find all the instances of, say, ""th"" in a number of files, I can do:

grep ""th"" *
but the output ...","['grep', 'words']",2009-10-10
1984,"""/questions/4142151/how-to-import-the-class-within-the-same-directory-or-sub-directory""",847,17,How to import the class within the same directory or sub directory?,"I have a directory that stores all the .py files.

bin/
   main.py
   user.py # where class User resides
   dir.py # where class Dir resides
I want to use classes from user.py and dir.py in main.py.
...","['python', 'python-import']",2010-11-10
1985,"""/questions/731832/designing-function-ffn-n""",846,118,Designing function f(f(n)) == -n,"A question I got on my last interview:
  Design a function f, such that:

f(f(n)) == -n

  
  Where n is a 32 bit signed integer; you can't use complex numbers arithmetic.
  
  If you can't design ...","['math', 'integer']",2010-06-30
1986,"""/questions/740195/adding-options-to-a-select-using-jquery""",846,31,Adding options to a <select> using jQuery?,"What's the easiest way to add an option to a dropdown using jQuery? 

Will this work?

$(""#mySelect"").append('<option value=1>My option</option>');","['javascript', 'jquery', 'html-select']",2009-04-11
1987,"""/questions/5340724/get-changes-from-master-into-branch-in-git""",846,13,Get changes from master into branch in Git,"In my repository I have a branch called aq which I'm working on.

I then committed new work and bugs in master. 

What is the best way to get those commits into the aq branch? Create another new ...","['git', 'version-control', 'git-merge']",2011-03-17
1988,"""/questions/936197/what-is-the-difference-between-application-server-and-web-server""",846,28,What is the difference between application server and web server?,What is the difference between application server and web server?,"['webserver', 'terminology', 'application-server']",2009-06-01
